estudiante_skey,id_estudiante,dni,nombre,apellido,genero,fecha_nacimiento,nacionalidad,anio_ingreso,edad_ingreso,egreso_carrera,anio_egreso,abandono_carrera,anio_abandono,nombre_programa,tipo_programa,duracion_programa,anio_plan_programa,facultad_programa,valid_from,valid_to,es_actual,total_inscripciones,es_ingresante_sin_cursada
34413,46215,26798229,Martín,Santos,M,2001-12-27,Brasileña,2020,19,0,,1,2020.0,Ingeniería Eléctrica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
34455,78949,26805863,Julián,Gómez,M,2002-08-22,Argentina,2020,18,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
34471,18593,26808344,Rodrigo Rodrigo,Ojeda,M,2004-09-19,No especificado,2020,16,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
34528,87204,26818738,Sebastián,Muñoz,M,2007-01-27,Paraguaya,2020,13,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
34565,55169,26826924,Ezequiel,Suárez,M,1994-11-20,Argentina,2024,30,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
34631,68553,26837503,Sofía,Acosta,F,2001-03-20,Argentina,2020,19,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
34677,107294,26847240,Cecilia,Flores,F,2004-07-04,Argentina,2020,16,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
34725,101240,26858935,Gonzalo,Carrizo,M,1999-01-19,Argentina,2020,21,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
34734,110064,26860405,Hernán,Vargas,M,2006-03-17,Argentina,2020,14,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
34797,48421,26875066,Camila,Ríos,F,2007-10-28,Argentina,2024,17,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
34802,45775,26875920,Facundo,Álvarez,M,1997-03-24,Argentina,2020,23,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
34846,34281,26882991,Gastón,Gómez,M,2003-10-21,Argentina,2020,17,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
34884,18171,26888989,Ignacio,Cabrera,M,2004-10-25,Argentina,2020,16,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
34896,46933,26891568,Hernán,Cruz,M,2003-12-13,Argentina,2020,17,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
34908,116259,26893176,Maximiliano,Ojeda,M,1999-01-19,Argentina,2020,21,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
34923,22821,26895531,Emilio,Mendoza,M,2005-11-29,Argentina,2021,16,0,,1,2021.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
35079,64683,26927396,Ramiro,Castro,M,2002-10-06,Argentina,2024,22,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
35086,85201,26928331,Iván,Moreno,M,2004-03-09,Argentina,2020,16,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
35141,205,26938339,Damián,Ruiz,M,2004-09-04,Argentina,2024,20,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
35148,34315,26939132,Ramiro,Flores,M,2003-07-11,Argentina,2020,17,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
35201,40054,26951027,Julián,Pérez,M,2003-12-19,Argentina,2024,21,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
35227,97482,26956600,Fernando,Rojas,M,2003-10-19,Argentina,2020,17,0,,1,2020.0,Ingeniería Aeronáutica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
35246,75160,26960965,Sebastián,Pérez,M,1997-02-03,Argentina,2020,23,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
35374,13461,26985952,Iván,Vega,M,2003-06-16,Argentina,2020,17,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
35395,108440,26990738,Martín,Vera,M,2001-03-09,Argentina,2020,19,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
35424,83339,26997350,Damián,Lima,M,2003-08-26,Chilena,2020,17,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
35443,100444,27000524,Jimena,Vera,F,2006-11-20,Argentina,2021,15,0,,1,2021.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
35492,37774,27013179,Santiago,Morales,M,2007-10-12,Argentina,2020,13,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
35511,33619,27017126,Alejandro,Giménez,M,2001-01-19,Boliviana,2024,23,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
35542,111925,27022823,Maximiliano,Flores,M,1998-07-25,Argentina,2020,22,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
35618,62003,27039533,Martín,Vera,M,2005-08-02,Argentina,2020,15,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
35700,109432,27054139,Diego Diego,Gómez,M,1998-06-29,Argentina,2020,22,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
35707,123987,27056181,Damián,Vargas,M,2004-04-17,Argentina,2024,20,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
35791,128906,27073025,Maximiliano,Morales,M,2007-05-21,Argentina,2020,13,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
35830,91721,27080579,Tomás,Martínez,M,2003-09-18,Argentina,2020,17,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
35866,61848,27087954,Ezequiel,Ramos,M,2001-12-20,Argentina,2020,19,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
35913,90710,27098377,Gastón,Souza,M,2005-12-15,Brasileña,2024,19,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
36021,37631,27119538,Sebastián,Morales,M,2000-02-27,Argentina,2024,24,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
36051,24790,27124445,Ignacio,Ríos,M,2002-02-24,Argentina,2024,22,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
36078,41958,27129483,Sebastián,Romero,M,2002-04-23,Argentina,2020,18,0,,1,2020.0,Ingeniería Eléctrica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
36188,100252,27150576,Cristian,Vega,M,1998-12-11,Argentina,2020,22,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
36279,22367,27166028,Mariela,Díaz,F,2001-03-24,Argentina,2020,19,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
36331,126223,27177531,Silvina,Álvarez,F,2000-12-07,Argentina,2020,20,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
36450,4218,27201398,Martín Martín,Gómez,M,2000-06-13,Argentina,2020,20,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
36466,79020,27204259,Daniela,Suárez,F,2005-01-19,Argentina,2024,19,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
36583,102308,27230084,Tomás Tomás,Carrizo,M,2005-03-11,Argentina,2020,15,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
36594,126396,27232828,Jimena,Ruiz,F,2001-08-27,Argentina,2024,23,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
36656,4230,27242018,Matías,López,M,2004-11-06,Argentina,2021,17,0,,1,2021.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
36701,8577,27249936,Ezequiel,Vega,M,2006-02-24,Argentina,2020,14,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
36803,70454,27269719,Verónica,Molina,F,2007-01-08,Argentina,2020,13,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
36808,113800,27270896,Emilio,Mamani,M,2005-06-28,Colombiana,2020,15,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
36824,26038,27274450,Tomás,Flores,M,2002-09-16,Argentina,2020,18,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
36845,25919,27279372,Sabrina,Fernández,F,2002-10-23,Argentina,2020,18,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
36912,51454,27291190,Ramiro,Souza,M,2007-07-25,Boliviana,2024,17,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
36975,68243,27304813,Ezequiel,Gómez,M,2001-07-04,Argentina,2020,19,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
37040,61851,27316923,Ignacio,Ríos,M,2006-03-08,Argentina,2024,18,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
37085,82621,27325559,Emilio,Álvarez,M,2007-10-04,Argentina,2021,14,0,,1,2021.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
37112,20698,27330068,Federico,Cruz,M,2004-05-29,Argentina,2024,20,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
37146,83367,27336357,Julián,Oliveira,M,1998-06-12,No especificado,2020,22,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
37159,26804,27337890,Nicolás,Molina,M,1999-07-10,Argentina,2020,21,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
37189,59127,27343113,Santiago,Herrera,M,2007-09-29,Argentina,2020,13,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
37209,107366,27347890,Ezequiel,Pérez,M,2006-05-26,Argentina,2024,18,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
37265,71160,27358613,Ezequiel,Vera,M,2004-03-26,No especificado,2020,16,0,,1,2020.0,Ingeniería Eléctrica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
37322,62356,27368834,Claudio,Gómez,M,2005-07-02,Argentina,2021,16,0,,1,2021.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
37375,63582,27377804,Santiago,González,M,1998-11-25,Argentina,2024,26,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
37414,102680,27386390,Rodrigo,Ramírez,M,2003-05-21,Argentina,2020,17,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
37615,61855,27431222,Jimena,Martínez,F,2002-07-22,Argentina,2024,22,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
37642,13965,27434460,Matías,Núñez,M,2005-12-05,Argentina,2024,19,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
37645,54104,27434835,Patricia,Villalba,F,2003-02-19,Colombiana,2020,17,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
37660,97380,27437949,Paola,Herrera,F,2003-11-29,Argentina,2020,17,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
37662,81256,27438259,Diego,Gómez,M,2003-02-20,Argentina,2024,21,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
37719,21099,27449740,Laura,Medina,F,2001-06-20,Argentina,2020,19,0,,1,2020.0,Ingeniería Eléctrica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
37778,29105,27460094,Matías,Rodríguez,M,2007-04-23,Argentina,2020,13,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
37782,24121,27461330,Lucas,Rojas,M,2005-09-24,Argentina,2020,15,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
37796,13451,27464648,Tomás,Díaz,M,2005-07-20,Boliviana,2020,15,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
37803,24377,27465440,Emilio,Moreno,M,2004-06-26,Argentina,2024,20,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
37814,109180,27467142,Rodrigo,González,M,2004-10-10,Argentina,2020,16,0,,1,2020.0,Ingeniería Aeronáutica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
37826,47986,27469755,Sergio Sergio,Ortega,M,2002-05-26,Argentina,2020,18,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
37829,89738,27470063,Alejandro Alejandro,Moreno,M,2002-09-22,Argentina,2020,18,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
37842,69739,27474330,Claudia,Lima,F,2003-07-08,Brasileña,2020,17,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
37848,118101,27475482,Martín,Martínez,M,2003-06-09,Argentina,2020,17,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
37976,68174,27496923,Iván,Vargas,M,2005-10-19,Argentina,2020,15,0,,1,2020.0,Ingeniería Eléctrica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
38054,3889,27512390,Maximiliano,Torres,M,2004-09-26,Argentina,2020,16,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
38124,88131,27525836,Maximiliano,Rojas,M,2004-11-08,Argentina,2020,16,0,,1,2020.0,Ingeniería Aeronáutica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
38143,125738,27529709,Diego,Peralta,M,2003-05-08,Argentina,2024,21,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
38156,422,27533723,Damián,Pérez,M,2003-10-12,Argentina,2024,21,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
38165,109909,27536217,Carolina,Huanca,F,2000-05-29,Uruguaya,2024,24,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
38203,70441,27543213,Paola,Díaz,F,2002-10-19,Chilena,2021,19,0,,1,2021.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
38305,73888,27561030,Emilio,Álvarez,M,2000-01-13,Argentina,2020,20,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
38355,100012,27572432,Ramiro,Muñoz,M,2007-11-14,Chilena,2020,13,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
38402,8363,27580138,Cecilia,Rojas,F,2002-02-15,Argentina,2024,22,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
38412,52701,27581977,Gabriela,Ortega,F,2003-11-02,Argentina,2020,17,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
38487,35894,27596610,Maximiliano,Peralta,M,2004-11-24,Argentina,2020,16,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
38524,116965,27603516,Ignacio,Reyes,M,2006-11-07,Argentina,2024,18,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
38664,61785,27629077,Nicolás,Sánchez,M,2000-09-02,Argentina,2020,20,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
38679,110070,27632161,Gonzalo,Villalba,M,2003-09-23,Peruana,2020,17,0,,1,2020.0,Ingeniería Eléctrica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
38696,21362,27634752,Agustín,Herrera,M,1999-04-27,Argentina,2020,21,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
38706,79052,27637563,Diego,Ríos,M,2006-05-05,Argentina,2020,14,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
38715,101039,27639404,Emilio,Villalba,M,2001-12-17,Colombiana,2020,19,0,,1,2020.0,Ingeniería Aeronáutica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
38780,52463,27650328,Hernán,Romero,M,2007-10-14,Argentina,2020,13,0,,1,2020.0,Ingeniería Aeronáutica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
38802,63613,27653523,Federico,García,M,2004-10-30,Argentina,2024,20,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
38849,81657,27663486,Nicolás,Lima,M,2002-02-26,Brasileña,2024,22,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
38864,24676,27665451,Gonzalo,Acosta,M,2003-11-22,Argentina,2020,17,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
38875,95891,27667999,Agustín,Rojas,M,2004-06-08,Argentina,2024,20,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
38945,46795,27682449,Lucas,Ramos,M,1998-08-26,Argentina,2021,23,0,,1,2021.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
38946,1926,27682486,Martín,Ortega,M,2003-05-05,Argentina,2024,21,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
39017,96875,27695779,Matías,Suárez,M,2002-09-14,Argentina,2024,22,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
39021,5018,27696175,Claudio,Torres,M,2004-05-17,Argentina,2024,20,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
39052,105845,27701468,Hernán,Ledesma,M,1998-10-31,Argentina,2020,22,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
39073,43055,27705395,Hernán,Ledesma,M,2000-02-10,Argentina,2020,20,0,,1,2020.0,Ingeniería Aeronáutica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
39088,106863,27707885,Diego,López,M,2006-11-10,Argentina,2020,14,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
39104,124048,27710736,Martín,López,M,2001-05-18,Argentina,2020,19,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
39108,1748,27711571,Luciana,Carrizo,F,2007-01-01,Argentina,2024,17,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
39114,76784,27712381,Ignacio,Mamani,M,2004-10-17,Venezolana,2021,17,0,,1,2021.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
39158,27847,27724841,Tomás,Torres,M,1999-03-09,Argentina,2024,25,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
39212,75409,27738626,Sebastián,Torres,M,2000-03-09,Argentina,2020,20,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
39253,101180,27744981,Martín,Muñoz,M,2000-10-22,Boliviana,2020,20,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
39333,109614,27760283,Tomás,González,M,2007-11-09,Argentina,2020,13,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
39363,80050,27767741,Sabrina,Rojas,F,2006-12-19,Argentina,2021,15,0,,1,2021.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
39377,94044,27770318,Santiago,Gómez,M,2006-06-25,Argentina,2020,14,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
39416,113749,27778287,Daniela Daniela,Ojeda,F,2006-02-09,Argentina,2024,18,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
39418,75149,27778661,Claudio,Fernández,M,2006-10-30,Argentina,2024,18,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
39450,74425,27783960,Ezequiel,Díaz,M,2003-09-25,Argentina,2020,17,0,,1,2020.0,Ingeniería Eléctrica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
39486,105192,27790612,Emilio Emilio,Ruiz,M,2003-12-02,Argentina,2020,17,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
